,,,,,,prefix,dc,,,,,http://purl.org/dc/elements/1.1/,,
,,,,,type,string,,,,,open,,,
,,,,,,enum,,,'EU_COMISSION_PORTAL',,,,Europos komisija,
,,,,,,,,,'EU_LAND',,,,Europos šalys,
,,,,,,,,,'OTHER_LAND',,,,Kitos šalys,
,,,,,url,string,,,,,open,,Nuoroda į katalogą,
,,,,,,,,,,,,,,
,,,,Format,,,,,,,,,Duomenų formatai,
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,extension,string,,,,5,open,dct:identifier,Failo plėtinys,Failo plėtinys didžiosiomis raidėmis.
,,,,,mimetype,string,,,,2,open,dcat:mediaType,Formato media tipas,Standartine MIME/Type forma.
,,,,,,comment,,Mantas,,,open,,2022-04-21 00:00:00,Šiuo metu media tipas pateikiamas laisva forma arba visai nepateikiamas.
,,,,,rating,integer,,,,4,open,,Brandos lygis,Duomenų brandos lygis remiantis 5stardata.info skale.
,,,,,,enum,,,1,,,,Mašininiu būdu nenuskaitomi,
,,,,,,,,,2,,,,Nuosavybiniai formatai,
,,,,,,,,,3,,,,Atviri formatai,
,,,,,,,,,4,,,,Duomenys su identifikatoriais,
,,,,,,,,,5,,,,Standartiniai duomenys,
,,,,,title,string,,,,2,open,dct:title,Formato pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,,,,,,,,,,
,,,,Frequency,,,,,,,,,Periodiškumas,Duomenų atnaujinimo periodiškumas
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,title,string,,,,2,open,dct:title,Pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,title_en,string,,,,2,open,dct:title,Pavadinimas anglų kalba,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,uri,string,,,,5,open,dct:accrualPeriodicity,,
,,,,,,,,,,,,,,
,,,,Licence,,,,,,,,,Licencija,
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,description,string,,,,2,open,dct:description,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,identifier,string,,,,5,open,dct:identifier,Trumpas licencijos pavadinimas,
,,,,,title,string,,,,2,open,dct:title,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,url,string,,,,5,open,dct:license,,
,,,,,,,,,,,,,,
,,,,Municipality,,,,,,,,,Savivaldybė,
,,,,,,comment,base,Mantas,,,open,,2022-04-21 00:00:00,"Ar tai yra tas pats, kad adresų registro savivaldybė?"
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,title,string,,,,2,open,dct:title,Pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,,,,,,,,,,
,,,,OpenDataGovLtEntry,,,,,,,,,Informacijos rinkmenų sąrašas,Duomenys perkelti iš senojo opendata.gov.lt atvirų duomenų katalogo.
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,alt_title,string,,,,2,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,code,string,,,,5,open,dct:identifier,Duomenų rinkinio unikalus identifikatorius,Unikalus identifikatorius opendata.gov.lt svetainės duomenų bazėje.
,,,,,data_extent,string,,,,2,open,,,
,,,,,,comment,"type, ref",Mantas,,,open,,2022-04-21 00:00:00,
,,,,,data_trustworthiness,string,,,,2,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,dataset_begins,string,,,,2,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,dataset_conditions,string,,,,,open,,,
,,,,,dataset_ends,string,,,,,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-21 00:00:00,
,,,,,dataset_type,string,,,,3,open,,,
,,,,,,comment,ref,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,date_meta_published,string,,,,2,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,description,string,,,,,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,format,string,,,,4,open,,,
,,,,,keywords,string,,,,2,open,,Raktiniai žodžiai,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,publisher,string,,,,2,open,,Organizacija,Organizacija teikianti atvirus duomenis.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,refresh_period,string,,,,2,open,,Atnaujinimo periodiškumas,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,title,string,,,,2,open,,Duomenų rinkinio pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,topic,string,,,,2,open,,Kategorija,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,url,string,,,,1,open,dcat:downloadURL,Nuoroda,Nuoroda į svetainę iš kurios galima atsisiųsti duomenis arba tiesioginė nuoroda į duomenų failą.
,,,,,,comment,,Mantas,,,open,,2022-04-23 00:00:00,"Kartais nurodytas `dcat:accessURL`, kartais `dcat:downloadURL`."
,,,,,,,,,,,,,,
,,,,Organization,,,,,,,,,Organizacija,Organizacija teikianti atvirus duomenis.
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,description,string,,,,2,open,dct.description,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,municipality,string,,,,2,open,,Savialdybės pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,region,string,,,,2,open,,Apskrities pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,slug,string,,,,4,open,,,
,,,,,title,string,,,,2,open,dct:title,Pavadinimas,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,uuid,string,,,,5,open,dct:identifier,Identifikatorius,
,,,,,address,string,,,,1,open,,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,company_code,string,,,,4,open,org:identifier,Juridinio asmens registracijos numeris,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,jurisdiction,string,,,,2,open,org:reportsTo,Ministerijų valdymo sritis,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,website,string,,,,5,open,foaf:homepage,Interneto svetainė,Organizacijos interneto svetainė.
,,,,,imageuuid,string,,,,2,open,foaf:logo,Organizacijos logotipas,Logotipo URL formuojamas taip: `https://data.gov.lt/image/<imageuuid>`.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,,,,,,,,,,
,,,,Region,,,,,,,,,Apskritys,
,,,,,,comment,base,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,id,integer,,,,4,open,dct:identifier,,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,title,string,,,,2,open,dct:title,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,,,,,,,,,,
,,,,RequestStructure,,,,,,,,,Pageidaujamos duomenų struktūros laukas,Teikiant prašymus gauti duomenis yra galimybė pateikti kokių konkrečių duomenų laukų reikia arba trūksta duomenų rinkinyje. Šioje lentelėje saugomi prašomi atverti duomenų laukai.
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,data_notes,string,,,,2,open,dct:description,Pastabos,Duomenų struktūros apraše `comment` eilutė.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,data_title,string,,,,2,open,,Duomenų lauko antraštė,Duomenų struktūros apraše `title`.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,data_type,string,,,,1,open,,Duomenų lauko tipas,Duomenų struktūros apraše `type`.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,dictionary_title,string,,,,1,open,,Duomenų kodinis pavadinimas,Duomenų struktūros apraše `model/property` arba `uri`.
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,"Nėra susiejim su struktūros aprašu, laisvas tekstas."
,,,,,request,ref,Request,,,4,open,,Poreikis duomenų rinkiniui,
,,,,,,,,,,,,,,
,,,,UserLike,,,,,,,,,Poreikio „patinka“ paspaudimai,
,,,,,id,integer,,,,5,open,dct:identifier,Identifikatorius,
,,,,,created,datetime,,,,5,open,dct:created,Kada sukurta,
,,,,,modified,datetime,,,,5,open,dct:modified,Kada pakeista,
,,,,,version,integer,,,,4,open,,Keitimo versija,
,,,,,request,ref,Request,,,4,open,,Poreikis,
,,,,,,,,,,,,,,
,,,,Catalog,,,,,,,,,Atvirų duomenų katalogas,"Atvirų duomenų katalogas, kuris yra sinchronizuojamas su Lietuvos atvirų duomenų katalogu."
,,,,,id,integer,,,,5,open,dct:identifier,,
,,,,,created,datetime,,,,5,open,dct:created,,
,,,,,modified,datetime,,,,5,open,dct:modified,,
,,,,,version,integer,,,,4,open,,,
,,,,,description,string,,,,2,open,dct:description,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,identifier,string,,,,4,open,dct:identifier,,
,,,,,slug,string,,,,4,open,dct:identifier,,
,,,,,title,string,,,,2,open,dct:title,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,licence,ref,Licence,,,4,open,dct:license,,
,,,,,title_en,string,,,,2,open,dct:title,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,,,,,,,,,,
,,,,Dataset,,,,,,,,,,
,,,,,id,integer,,,,5,open,dct:identifier,,
,,,,,created,datetime,,,,5,open,dct:created,,
,,,,,modified,datetime,,,,5,open,dct:modified,,
,,,,,version,integer,,,,4,open,,,
,,,,,catalog,ref,Catalog,,,4,open,,,
,,,,,description,string,,,,2,open,dct:description,,
,,,,,,comment,type,Mantas,,,open,,2022-04-23 00:00:00,
,,,,,internal_id,string,,,,5,open,dct:identifier,Rinkinio ID išoriniame kataloge,
,,,,,language,string,,,,2,open,dct:language,Kalba kuria pateikti duomenys,"Dviejų raidžių kalbos kodai, atskirti kableliais."
,,,,,licence,ref,Licence,,,2,open,dct:license,,
,,,,,creator,ref,Organization,,,5,open,dct:creator,,Duomenų šaltinio autorius
,,,,,contributor,ref,Organization,,,0,open,dct:contributor,,Kiti autoriai prisidėję prie duomenų kūrimo
,,,,,publisher,ref,Organization,,,0,open,dct:publisher,,Duomenų platintojas
,,,,,priority_score,integer,,,,4,open,,Prioriteto balas,"Prioriteto balas, nuo 1 iki 100."
,,,,,published,datetime,,,,5,open,dct:issued,Kada paskelbta,
,,,,,slug,string,,,,4,open,,,
,,,,,spatial_coverage,string,,,,1,open,dct:spatial,,
,,,,,spatial_resolution,number,m,,,0,open,dcat:spatialResolutionInMeters,,
,,,,,status,string,Status,,,4,open,,,
,,,,,tags,string,,,,2,open,dcat:keyword,Žymės,Atskirtos kableliu.
,,,,,temporal_coverage,string,,,,2,open,dct:temporal,,
,,,,,temporal_resolution,ref,Frequency,,,0,open,dcat:temporalResolution,,
,,,,,title,string,,,,4,open,dct:title,,
,,,,,uuid,string,,,,4,open,dct:identifier,,
,,,,,catalog2,ref,Catalog,,,4,open,,,
,,,,,access_rights,string,,,,2,open,dct:rights,,
,,,,,category,ref,Category,,,4,open,dcat:theme,,
,,,,,distribution_conditions,string,,,,1,open,odrl:hasPolicy,,
,,,,,description_en,string,,,,5,open,dct:description,,
,,,,,last_update,datetime,,,,5,open,dct:modified,,
,,,,,title_en,string,,,,5,open,dct:title,,
,,,,,structure,file,,,,3,open,,Struktūra,[Duomenų struktūros aprašas](https://atviriduomenys.readthedocs.io/dsa/index.html).
,,,,,frequency,ref,Frequency,,,5,open,dct:accrualPeriodicity,,
,,,,,,,,,,,,,,
,,,,DatasetEvent,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,status,string,Status,,,4,open,,,
,,,,,type,string,,,,4,open,,,
,,,,,,enum,,,'CREATED',,,,Duomenų rinkinys sukurtas,
,,,,,,,,,'DATA_ADDED',,,,Pateikti duomenys,
,,,,,,,,,'DATA_UPDATED',,,,Atnaujinti duomenys,
,,,,,,,,,'EDITED',,,,Atnaujinti metaduomenys,
,,,,,,,,,'STATUS_CHANGED',,,,Pasikeitė būsena,
,,,,,,,,,'TRANSFERRED',,,,Perkeltas į kitą organizacijai,
,,,,,,,,,,,,,,
,,,,Request,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,comment,string,,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,description,string,,,,4,open,,,
,,,,,format,string,,,,2,open,,,Kableliu atskirtas formatų sąrašas.
,,,,,is_existing,boolean,,,,4,open,,,
,,,,,,enum,,,false,,,,,Poreikis naujam duomenų rinkiniui.
,,,,,,,,,true,,,,,Poreikis esamam duomenų rinkiniui.
,,,,,organization,ref,Organization,,,4,open,,,"Organizacija, kuriai nukreiptas poreikis."
,,,,,periodicity,string,,,,3,open,,,Pageidaujamas duomnų atnaujinimo dažnumas.
,,,,,planned_opening_date,date,,,,4,open,,,"Data, kada planuojama atverti duomenis."
,,,,,purpose,string,,,,2,open,,,Kableliu atskirtas sąrašas panaudojimo atvejų.
,,,,,slug,string,,,,4,open,,,
,,,,,status,string,,,,4,open,,,
,,,,,,enum,,,'CREATED',,,,Sukurta,"Poreikis sukurtas, tačiau spendimas dėl atvėrimo nepateiktas."
,,,,,,,,,'APPROVED',,,,Patvirtinta,"Poreikis patvirtintas, prašomi duomenys bus atverti."
,,,,,,,,,'ALREADY_OPENED',,,,Atverta,Prašomi duomenys jau atverti.
,,,,,,,,,'REJECTED',,,,Atmestas,"Poreikis nebus tenkinmas, nes duomenų negalima atverti dėl nurodytų priežasčių."
,,,,,title,string,,,,4,open,,,
,,,,,uuid,string,,,,4,open,,,
,,,,,changes,string,,,,3,open,,Keitimas,"Pageidaujamas keitimas, kableliu atskirtas sąrašas."
,,,,,structure,file,,,,3,open,,Struktūra,Pageidaujama duomenų struktūra ([duomenų struktūros aprašas](https://atviriduomenys.readthedocs.io/dsa/index.html)).
,,,,,,,,,,,,,,
,,,,Usecase,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,beneficiary_group,string,,,,3,open,,,
,,,,,benefit,string,,,,4,open,,,
,,,,,description,string,,,,4,open,,,
,,,,,extra_information,string,,,,4,open,,,
,,,,,slug,string,,,,4,open,,,
,,,,,url,string,,,,4,open,,,
,,,,,uuid,string,,,,4,open,,,
,,,,,imageuuid,string,,,,3,open,,,
,,,,,,,,,,,,,,
,,,,DatasetDistribution,,,,,,,,,,
,,,,,id,integer,,,,5,open,dct:identifier,,
,,,,,created,datetime,,,,5,open,dct:created,,
,,,,,modified,datetime,,,,5,open,dct:modified,,
,,,,,version,integer,,,,4,open,,,
,,,,,description,string,,,,5,open,dct:description,,
,,,,,distribution_version,integer,,,,4,open,,,
,,,,,filename,string,,,,4,open,,,
,,,,,identifier,string,,,,5,open,dct:identifier,,
,,,,,issued,date,,,,5,open,dct:issued,,
,,,,,mime_type,string,,,,5,open,dcat:mediaType,,
,,,,,municipality,string,,,,3,open,dct:spatial,,
,,,,,period_end,string,,,,5,open,dcat:startDate,,
,,,,,period_start,string,,,,5,open,dcat:endDate,,
,,,,,region,string,,,,3,open,dct:spatial,,
,,,,,size,integer,B,,,5,open,dcat:byteSize,,
,,,,,title,string,,,,5,open,dct:title,,
,,,,,type,string,,,,4,open,,,
,,,,,,enum,,,'FILE',,,,Failas,Duomenys publikojami atvirų duomenų kataloge.
,,,,,,,,,'URL',,,,Nuoroda,Duomenų publikuojame išorėje.
,,,,,download_url,string,,,,5,open,dcat:downloadURL,,"Nuoroda į duomenų failą, naudojamas kai `type=""URL""`."
,,,,,access_url,string,,,,0,open,dcat:accessURL,,
,,,,,dataset,ref,Dataset,,,5,open,< dcat:distribution,,
,,,,,comment,string,,,,,open,,,
,,,,,format,ref,Format,,,,open,dct:format,,
,,,,,,,,,,,,,,
,,,,DatasetStructure,,,,,,,,,Duomenų struktūros aprašas,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,filename,string,,,,4,open,,,
,,,,,identifier,string,,,,4,open,,,
,,,,,mime_type,string,,,,5,open,dct:format,,
,,,,,size,integer,B,,,4,open,,,
,,,,,title,string,,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,,,,,,,,,,
,,,,DatasetVisit,,,,,,,,,Duomenų rinkinio peržiūros,"Šiuo metu duomenų rinkinio peržiūros fiksuojamos visiems puslapio atidarymo atvejams, greičiauisiai didžiąją dalį peržiūrų sugeneruoja paieškos botai, todėl šie skaičiai gali būti nepatikimi."
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,last_visited,datetime,,,,4,open,,,
,,,,,visit_count,integer,,,,4,open,,Peržiūrų skaičius,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,,,,,,,,,,
,,,,RequestEvent,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,deleted,string,,,,4,open,,,
,,,,,deleted_on,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,comment,string,,,,4,open,,,
,,,,,type,string,,,,4,open,,,
,,,,,,enum,,,'CREATED',,,,,
,,,,,,,,,'ASSIGNED',,,,,
,,,,,,,,,'EDITED',,,,,
,,,,,,,,,'APPROVED',,,,,
,,,,,,,,,'REJECTED',,,,,
,,,,,,,,,'STATUS_CHANGED',,,,,
,,,,,request,ref,Request,,,4,open,,,
,,,,,,,,,,,,,,
,,,,UsecaseDataset,,,,,,,,,,
,,,,,usecase,ref,Usecase,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,,,,,,,,,,
,,,,UserDatasetSubscription,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,modified,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
,,,,,active,boolean,,,,4,open,,,
,,,,,,,,,,,,,,
,,,,UserVote,,,,,,,,,,
,,,,,id,integer,,,,4,open,,,
,,,,,created,datetime,,,,4,open,,,
,,,,,version,integer,,,,4,open,,,
,,,,,rating,integer,,,,4,open,,,
,,,,,dataset,ref,Dataset,,,4,open,,,
